"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","gamma","delta","value"
"96","44","uniform",0.101441441441441,0.122882882882883,0.150720720720721,0.081981981981982,0.115765765765766,0.117027027027027,0.0411711711711712,0.127117117117117,0.0291891891891892,0.081981981981982,0.0307207207207207,50,"female",1,1,1e-07,0.317559101470887,0.0226317074447833
"97","45","uniform",0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.277402503827794,0.546699090335945,0.0195442673151401,0.0195442673151401,37,"female",1,1,7.32730667450302,8.18654523688494,0.00767563020950739
"98","46","uniform",0.013785025677989,0.0719884674294982,0.0691954230110821,0.066402378592666,0.0626182538967475,0.4546355527525,0.0624380574826561,0.0605459951346968,0.0652311019010722,0.059374718443103,0.013785025677989,25,"female",1,1,5.82561985386022,23.310812130925,0.079463816513215
"99","47","uniform",0.00900982070456798,0.0527074511217227,0.0691954230110821,0.0856833949004415,0.122984052617353,0.218938643121002,0.218488152085773,0.109649517974592,0.0953239030543292,0.00900982070456798,0.00900982070456798,20,"female",1,1,0.653189490515231,2.22733667712237,0.00794460843382452
"100","48","uniform",0.0119830615370754,0.0317145688800793,0.0673033606631228,0.167492566897919,0.164249031444274,0.165780700964051,0.162356969096315,0.0718082710154068,0.0718082710154068,0.0718082710154068,0.0136949274709433,33,"female",1,1,0.365418204418174,1.66048271283686,0.00642349588840677
"101","49","uniform",0.124684684684685,0.0434234234234234,0.0779279279279279,0.0688288288288288,0.0420720720720721,0.15963963963964,0.0976576576576577,0.059009009009009,0.0864864864864865,0.141171171171171,0.0990990990990991,40,"female",1,1,0.0712848521072139,1e-07,0.040829926350026
"102","5","uniform",0.0113503287992073,0.167282226826412,0.0546797585803081,0.142239437888479,0.0528781190883704,0.0600846770561211,0.0922439419872083,0.273038465003153,0.0243221331411585,0.043960003603279,0.0779209080263039,37,"female",1,1,1e-07,0.19973708288236,0.0560472581923817
"103","50","uniform",0.0369402648887287,0.0369402648887287,0.0575727543021894,0.0559509865753671,0.108748535904135,0.107216866384359,0.448869267501577,0.0369402648887287,0.0369402648887287,0.0369402648887287,0.0369402648887287,24,"female",1,1,5.75619197754735,15.965206674159,0.0707144071987185
"104","51","uniform",0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.237704918032787,0.0763826337596829,0.0763826337596829,0.0763826337596829,0.0748513781300666,20,"female",1,1,0.137213847508786,0.418675198392967,0.0341362660817105
"105","52","uniform",0.0178410524418814,0.0178410524418814,0.0906469634168319,0.0178410524418814,0.0178410524418814,0.094701748062714,0.0178410524418814,0.671922868985403,0.0178410524418814,0.0178410524418814,0.0178410524418814,18,"female",1,1,13.566988100994,22.5605934895823,0.0472532258052655
"106","53","uniform",0.070102721211029,0.0273022166156064,0.070102721211029,0.0273022166156064,0.0273022166156064,0.0352315732564426,0.0273022166156064,0.633447468012254,0.0273022166156064,0.0273022166156064,0.0273022166156064,21,"female",1,1,12.3304374685168,20.5065631642387,0.0467956502928256
"107","55","uniform",0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0880497476568133,0.171503244412401,0.251622206200433,0.345620043258832,0.0204578226387888,0.0204578226387888,24,"female",1,1,2.36782483972122,3.26517302012918,0.0152013015460419
"108","56","uniform",0.0225225225225225,0.0225225225225225,0.0225225225225225,0.0225225225225225,0.0225225225225225,0.427927927927928,0.0225225225225225,0.0225225225225225,0.369369369369369,0.0225225225225225,0.0225225225225225,23,"female",1,1,0.551668683411027,1.02942360554715,0.188111634380427
"109","57","uniform",0.0236958284530138,0.0236958284530138,0.0236958284530138,0.0236958284530138,0.133615641048743,0.545544643661591,0.131273087665555,0.0236958284530138,0.0236958284530138,0.0236958284530138,0.0236958284530138,21,"female",1,1,6.80510046431027,27.2497643057568,0.0148661399863343
"110","58","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0571171171171171,0.0608108108108108,0.187027027027027,0.34009009009009,0.205405405405405,0.104504504504504,0.00900900900900901,35,"female",1,1,1.93922427679724,2.94620836899658,0.00806094637319963
"111","59","uniform",0.0179279279279279,0.0966666666666667,0.132972972972973,0.153873873873874,0.137207207207207,0.0920720720720721,0.0912612612612613,0.0981981981981982,0.0688288288288288,0.0547747747747748,0.0562162162162162,23,"female",1,1,0.0720571954926053,0.673639364473976,0.00621829329777606
"112","6","uniform",0.00900982070456798,0.0259482836291558,0.0767636724029192,0.0691053248040364,0.00900982070456798,0.0687449319758537,0.251373997657447,0.436615911343364,0.0354085953689522,0.00900982070456798,0.00900982070456798,20,"female",1,1,5.38416147720847,10.4496843440605,0.0274635561633282
"113","60","uniform",0.121801801801802,0.176036036036036,0.173423423423423,0.162882882882883,0.192432432432432,0.0900900900900901,0.027027027027027,0.0292792792792793,0.00900900900900901,0.00900900900900901,0.00900900900900901,23,"female",1,1,0.148878760008963,2.39381329750867,0.021718028738283
"114","62","uniform",0.0930714478781872,0.0366699702675917,0.0622578610685647,0.114334624740968,0.0915397783584107,0.119199927921434,0.0935219389134156,0.114785115776196,0.0727993512929093,0.0997387151995675,0.102081268582755,19,"female",1,1,0.126852573025558,0.31356442541658,0.0257542599396995
"115","63","uniform",0.717477477477478,0.00900900900900901,0.0601801801801802,0.00900900900900901,0.0690990990990991,0.0318918918918919,0.0259459459459459,0.00900900900900901,0.017027027027027,0.00900900900900901,0.0423423423423423,46,"female",1,1,0.0446547624752595,0.288551337602643,0.583850081253534
"116","7","uniform",0.0375607998558818,0.0328769591064673,0.0277427490542245,0.0188254368582237,0.0277427490542245,0.0277427490542245,0.0151324085750315,0.0277427490542245,0.729147901279049,0.0277427490542245,0.0277427490542245,19,"female",1,1,12.7439607635753,11.6789415909321,0.0214251564548259
"117","8","uniform",0.0121621621621622,0.0223423423423423,0.0627027027027027,0.0836936936936937,0.106846846846847,0.163603603603604,0.188198198198198,0.253783783783784,0.0736036036036036,0.0135135135135135,0.0195495495495495,30,"female",1,1,0.811148413807029,2.1552820049782,0.0117550578151521
"118","9","uniform",0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0756961340902947,0.180319005136523,0.198882580877715,0.428944759845003,0.0182932324051545,20,"female",1,1,0.982565325527174,1e-07,0.00709366586955967
