"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","gamma","value"
"107","55","uniform",0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0204578226387888,0.0880497476568133,0.171503244412401,0.251622206200433,0.345620043258832,0.0204578226387888,0.0204578226387888,24,"female",1,1,1.60182176878521,0.0418986497363588
"108","56","uniform",0.0225225225225225,0.0225225225225225,0.0225225225225225,0.0225225225225225,0.0225225225225225,0.427927927927928,0.0225225225225225,0.0225225225225225,0.369369369369369,0.0225225225225225,0.0225225225225225,23,"female",1,1,0.342773571867792,0.195133806318134
"109","57","uniform",0.0236958284530138,0.0236958284530138,0.0236958284530138,0.0236958284530138,0.133615641048743,0.545544643661591,0.131273087665555,0.0236958284530138,0.0236958284530138,0.0236958284530138,0.0236958284530138,21,"female",1,1,0.119288658738178,0.228697230167957
"110","58","uniform",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0571171171171171,0.0608108108108108,0.187027027027027,0.34009009009009,0.205405405405405,0.104504504504504,0.00900900900900901,35,"female",1,1,1.0138305763002,0.0281244712671496
"111","59","uniform",0.0179279279279279,0.0966666666666667,0.132972972972973,0.153873873873874,0.137207207207207,0.0920720720720721,0.0912612612612613,0.0981981981981982,0.0688288288288288,0.0547747747747748,0.0562162162162162,23,"female",1,1,9.99999999473644e-08,0.0125627412546704
"112","6","uniform",0.00900982070456798,0.0259482836291558,0.0767636724029192,0.0691053248040364,0.00900982070456798,0.0687449319758537,0.251373997657447,0.436615911343364,0.0354085953689522,0.00900982070456798,0.00900982070456798,20,"female",1,1,0.408574217217863,0.138135886898595
"113","60","uniform",0.121801801801802,0.176036036036036,0.173423423423423,0.162882882882883,0.192432432432432,0.0900900900900901,0.027027027027027,0.0292792792792793,0.00900900900900901,0.00900900900900901,0.00900900900900901,23,"female",1,1,9.99999999473644e-08,0.0673665538546019
"114","62","uniform",0.0930714478781872,0.0366699702675917,0.0622578610685647,0.114334624740968,0.0915397783584107,0.119199927921434,0.0935219389134156,0.114785115776196,0.0727993512929093,0.0997387151995675,0.102081268582755,19,"female",1,1,0.0779993750126719,0.0264976937397689
"115","63","uniform",0.717477477477478,0.00900900900900901,0.0601801801801802,0.00900900900900901,0.0690990990990991,0.0318918918918919,0.0259459459459459,0.00900900900900901,0.017027027027027,0.00900900900900901,0.0423423423423423,46,"female",1,1,9.99999999473644e-08,0.585005736378796
"116","7","uniform",0.0375607998558818,0.0328769591064673,0.0277427490542245,0.0188254368582237,0.0277427490542245,0.0277427490542245,0.0151324085750315,0.0277427490542245,0.729147901279049,0.0277427490542245,0.0277427490542245,19,"female",1,1,13.2225418243366,0.0268326441817173
"117","8","uniform",0.0121621621621622,0.0223423423423423,0.0627027027027027,0.0836936936936937,0.106846846846847,0.163603603603604,0.188198198198198,0.253783783783784,0.0736036036036036,0.0135135135135135,0.0195495495495495,30,"female",1,1,0.181520707753823,0.0392702956592431
"118","9","uniform",0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0163107146075516,0.0756961340902947,0.180319005136523,0.198882580877715,0.428944759845003,0.0182932324051545,20,"female",1,1,1.31372177662228,0.0694031854413579
