"","pID","condition","e0","e10","e20","e30","e40","e50","e60","e70","e80","e90","e100","age","gender","botCheck","actuallyEstimated","beta","gamma","value"
"38","231","peaked",0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0183833468505001,0.0950707398395963,0.733081012886366,0.024781472470037,30,"male",1,1,1e-07,0.939946453515577,0.376306029435678
"39","232","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.021981981981982,0.130810810810811,0.727297297297297,0.0568468468468468,0.00900900900900901,20,"male",1,1,0.367930861887731,5.40995953495691,0.00285994252126404
"40","234","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0707016121768891,0.130775466090246,0.648743582815455,0.0760154913086553,0.0105376925155363,20,"male",1,1,0.584751194398014,2.0120486003231,0.00596005327723231
"41","236","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0129741418145779,0.0198216055500496,0.0992882241643391,0.214073339940535,0.475628434994144,0.133165150013515,0.00900982070456798,22,"male",1,1,0.19234108033444,1.79131071225048,0.00106392211519803
"42","237","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0697297297297297,0.0977477477477478,0.721441441441442,0.048018018018018,0.00900900900900901,20,"male",1,1,0.655445351316986,3.46032669339111,0.00924568214629451
"43","238","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0290990990990991,0.629369369369369,0.269459459459459,0.00900900900900901,0.00900900900900901,18,"male",1,1,1e-07,2.95643322899168,0.18923030598709
"44","240","peaked",0.0373873873873874,0.0392792792792793,0.0307207207207207,0.036036036036036,0.0344144144144144,0.0381081081081081,0.0368468468468469,0.037027027027027,0.0364864864864865,0.0312612612612613,0.642432432432432,20,"male",1,1,0.00261459219101319,9.99999999473644e-08,0.465533135216602
"45","241","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.720720720720721,0.00900900900900901,0.198198198198198,0.00900900900900901,33,"male",1,1,1e-07,1.53506256956505,0.333597604797512
"46","242","peaked",0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0206362079841399,0.0578534739118681,0.723438767234388,0.0536180949806254,0.0206362079841399,20,"male",1,1,0.277392058991357,7.09609305776073,0.0163942407927832
"47","243","peaked",0.0092809515227969,0.0092809515227969,0.0092809515227969,0.14426022706794,0.144981077671653,0.146693097855469,0.145341502973509,0.363038385294648,0.0092809515227969,0.0092809515227969,0.0092809515227969,20,"male",1,1,1e-07,0.196889543677018,0.0941828912044557
"48","244","peaked",0.0108108108108108,0.0108108108108108,0.0108108108108108,0.0108108108108108,0.0108108108108108,0.172882882882883,0.0108108108108108,0.218558558558559,0.522072072072072,0.0108108108108108,0.0108108108108108,21,"male",1,1,0.843718415338582,1e-07,0.0161317812712957
"49","245","peaked",0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0097323600973236,0.0960619987383978,0.72605208614941,0.100117148778949,0.00964224565197801,19,"male",1,1,0.179023959570918,7.48095172499615,0.00857624943029776
"50","246","peaked",0.0105414902243445,0.00900982070456798,0.0430669429678349,0.00900982070456798,0.059374718443103,0.00900982070456798,0.00900982070456798,0.0322551581223534,0.724389584647265,0.0444184160735201,0.0499144067033066,26,"male",1,1,0.235869572826679,8.14419869915932,0.0272077029979531
"51","247","peaked",0.011532570501847,0.018019641409136,0.0315343724659879,0.0445986124876115,0.061897468240382,0.0942427245697811,0.140012613748986,0.179385530227948,0.22794846382557,0.181818181818182,0.00900982070456798,19,"male",1,1,0.0332016395278892,0.543607064954533,0.0015383510931084
"52","248","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0420720720720721,0.0336036036036036,0.0672972972972973,0.547567567567568,0.202702702702703,0.0617117117117117,0.00900900900900901,0.00900900900900901,20,"male",1,1,1e-07,0.424162721980754,0.204901062272148
"53","249","peaked",0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0938654175299523,0.195207638951446,0.585082425006756,0.0600846770561211,0.0117106566975948,22,"male",1,1,0.540648648679435,1.29687607531794,0.00210415516385899
"54","251","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.049009009009009,0.12,0.32045045045045,0.362162162162162,0.0943243243243243,0.00900900900900901,18,"male",1,1,0.081901910850906,1.64556002833095,0.0148938965240513
"55","253","peaked",0.00900900900900901,0.00900900900900901,0.018018018018018,0.0510810810810811,0.0641441441441441,0.066036036036036,0.168108108108108,0.287297297297297,0.261261261261261,0.057027027027027,0.00900900900900901,27,"male",1,1,0.118246564628668,0.505667154229466,0.021708491249562
"56","254","peaked",0.0727027027027027,0.136666666666667,0.0477477477477477,0.0306306306306306,0.136666666666667,0.0914414414414414,0.0462162162162162,0.258108108108108,0.0126126126126126,0.0462162162162162,0.120990990990991,23,"male",1,1,1e-07,9.99999999473644e-08,0.0718423669474699
"57","255","peaked",0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0309826173106368,0.0138701251913897,0.707286319012879,0.0309826173106368,18,"male",1,1,1e-07,0.624973695539168,0.368221901416317
"58","256","peaked",0.0354149770208164,0.0354149770208164,0.0354149770208164,0.0354149770208164,0.0432549337658827,0.0354149770208164,0.0354149770208164,0.638010273046769,0.0354149770208164,0.0354149770208164,0.0354149770208164,28,"male",1,1,1e-07,1.06310211013573,0.272108455193321
"59","257","peaked",0.0796396396396396,0.0309009009009009,0.238558558558559,0.155765765765766,0.0361261261261261,0.029009009009009,0.0757657657657658,0.0663063063063063,0.0882882882882883,0.158918918918919,0.0407207207207207,19,"male",1,1,1e-07,9.99999998363421e-08,0.0510979586670676
"60","258","peaked",0.0126126126126126,0.0126126126126126,0.0126126126126126,0.018018018018018,0.03,0.0420720720720721,0.117207207207207,0.202342342342342,0.465405405405405,0.0781081081081081,0.00900900900900901,20,"male",1,1,0.407608793912745,0.625531069056719,0.00213549158519985
"61","259","peaked",0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.0105376925155363,0.277222372331802,0.627938395028371,0.0105376925155363,0.0105376925155363,23,"male",1,1,0.848505908458827,1.08233361350486,0.011895566597206
"62","261","peaked",0.00900900900900901,0.0090990990990991,0.00900900900900901,0.00900900900900901,0.0112612612612613,0.00900900900900901,0.00900900900900901,0.907567567567568,0.00900900900900901,0.00900900900900901,0.00900900900900901,22,"male",1,1,1e-07,1.79290261491387,0.586243754224314
"63","262","peaked",0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.0129776496034607,0.198269646719539,0.500090122566691,0.197819033886085,0.0129776496034607,30,"male",1,1,0.0264386516488599,4.44896074921227,0.00816722157374048
"64","263","peaked",0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0100009009820705,0.0970357689881971,0.0990179295432021,0.640147761059555,0.0937922335345527,0.0100009009820705,18,"male",1,1,0.566173452196902,1.83698172103966,0.0133857169280974
"65","264","peaked",0.0258535267093055,0.0135122961895325,0.050896315647239,0.0135122961895325,0.0620664804972525,0.0135122961895325,0.0135122961895325,0.0135122961895325,0.724979731555716,0.0551301684532925,0.0135122961895325,34,"male",1,1,0.216290644492885,8.59916999775343,0.0316460057469274
"66","266","peaked",0.0221601657508333,0.0221601657508333,0.0269345104044681,0.0396360688226286,0.0510764795964328,0.057021889919827,0.100801729573912,0.162597964147374,0.195207638951446,0.312224123952797,0.0101792631294478,21,"male",1,1,1e-07,0.810590947864049,0.0251973838735997
"67","267","peaked",0.0100900900900901,0.0138738738738739,0.0114414414414414,0.00954954954954955,0.0102702702702703,0.0831531531531531,0.0991891891891892,0.13027027027027,0.544774774774775,0.0777477477477477,0.00963963963963964,30,"male",1,1,0.793258242250917,0.0894836276785241,0.00468428349474326
"68","268","peaked",0.115765765765766,0.0996396396396396,0.0798198198198198,0.135585585585586,0.11045045045045,0.0906306306306306,0.0834234234234234,0.0636936936936937,0.0564864864864865,0.141981981981982,0.0225225225225225,23,"male",1,1,1e-07,1e-07,0.0229904915188908
"69","269","peaked",0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0123390074754571,0.0773664775285959,0.640097271007836,0.183824191659912,0.0123390074754571,21,"male",1,1,0.161816353751208,5.17461646970354,0.0266830100257272
"70","270","peaked",0.00900900900900901,0.0128828828828829,0.0298198198198198,0.0436036036036036,0.0511711711711712,0.0810810810810811,0.0822522522522522,0.137117117117117,0.155855855855856,0.180900900900901,0.216306306306306,21,"male",1,1,0.00785662030123773,0.339654320792116,0.057690173840755
"71","271","peaked",0.0798883184724849,0.0798883184724849,0.0798883184724849,0.0948392326398271,0.082590290912366,0.0798883184724849,0.0798883184724849,0.0798883184724849,0.183463928667928,0.0798883184724849,0.0798883184724849,37,"male",1,1,0.135258672735286,1e-07,0.0171145581258174
"72","272","peaked",0.0107216866384359,0.0093702135327507,0.00900982070456798,0.0100909991891161,0.00900982070456798,0.00900982070456798,0.0885665375259032,0.185332011892963,0.384539147670961,0.27362825479773,0.0107216866384359,18,"male",1,1,0.00249481951595636,2.62731201437121,0.0125041462234686
"73","273","peaked",0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.0104495090532384,0.138095667057022,0.636879560399964,0.138816322853797,0.0130618863165481,32,"male",1,1,0.151480441737081,5.21899972074404,0.00846285427161824
"74","274","peaked",0.0108108108108108,0.0090990990990991,0.0118018018018018,0.00963963963963964,0.0100900900900901,0.0113513513513513,0.0368468468468468,0.0938738738738739,0.671711711711712,0.0963963963963964,0.0383783783783784,22,"male",1,1,0.340485261376667,4.29001472742514,0.01313948425342
"75","275","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.114234234234234,0.115045045045045,0.533333333333333,0.174324324324324,0.00900900900900901,20,"male",1,1,0.262194202742538,1.79661322908194,0.0158451225716003
"76","276","peaked",0.0120731597441211,0.0120731597441211,0.174159834219299,0.0120731597441211,0.00900982070456798,0.00955040994684206,0.01856023065141,0.0102711956032075,0.716280746013154,0.0120731597441211,0.0138751238850347,25,"male",1,1,0.306499545982444,7.77374121403901,0.0582752634664221
"77","277","peaked",0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0135135135135135,0.0990990990990991,0.615945945945946,0.176846846846847,0.0135135135135135,20,"male",1,1,0.160531224054259,4.62755179289154,0.0209875213242919
"78","278","peaked",0.00900819745968832,0.0180163949193766,0.0297270516169714,0.0373840194577065,0.049364922079092,0.0711647599315377,0.080172957391226,0.107197549770291,0.526258895594991,0.0626970543194307,0.00900819745968832,18,"male",1,1,0.761753358850345,0.00823145739302177,0.00774305683270507
"79","280","peaked",0.00991080277502478,0.00928011532570502,0.0118028651229841,0.0113523740877557,0.0109919812595729,0.0098207045679791,0.110100009009821,0.226777187133976,0.493738174610325,0.0970357689881971,0.00919001711865934,23,"male",1,1,0.258467250686317,1.59903138737721,0.00264559286179428
"80","281","peaked",0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.00928178787059566,0.188339190772281,0.728124718392358,0.00928178787059566,0.00928178787059566,30,"male",1,1,0.9999999,2.23631607947351,0.00175441706563476
"81","286","peaked",0.0732432432432432,0.0257657657657658,0.0243243243243243,0.0233333333333333,0.0488288288288288,0.0308108108108108,0.0222522522522523,0.0313513513513513,0.672972972972973,0.0248648648648649,0.0222522522522523,20,"male",1,1,0.7349822821652,2.73724378722511,0.0376048780266492
"82","287","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.0581981981981982,0.066036036036036,0.140540540540541,0.621981981981982,0.0591891891891892,0.00900900900900901,18,"male",1,1,0.850118367109437,0.627362487291248,0.00403466800884915
"83","288","peaked",0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.0108127590556857,0.13714182735628,0.646062353577221,0.131735447828438,0.00937105784826095,20,"male",1,1,0.159820638927174,5.3338751648676,0.00776306444203303
"84","289","peaked",0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0119852212309633,0.0137875101378751,0.152834099306119,0.72298819500766,0.0294674236280076,0.00901144453455889,0.0119852212309633,21,"male",1,1,1e-07,1.28841299496891,0.344703818327704
"85","290","peaked",0.027027027027027,0.027027027027027,0.027027027027027,0.0275675675675676,0.027027027027027,0.027027027027027,0.027027027027027,0.027027027027027,0.729189189189189,0.027027027027027,0.027027027027027,19,"male",1,1,0.298598567346342,7.78339644199804,0.0254695134098764
"86","292","peaked",0.012341230519773,0.0151337717322764,0.00900819745968832,0.00900819745968832,0.00900819745968832,0.0442302495270696,0.0595441852085398,0.026213854607693,0.727051616971444,0.040086478695613,0.0483740203585263,18,"male",1,1,0.369962942052285,6.71713801798639,0.027612030710327
"87","293","peaked",0.046679282689015,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.0453275660088312,0.545372623231504,0.0453275660088312,0.0453275660088312,0.0453275660088312,21,"male",1,1,1e-07,0.710366629206923,0.195070949155717
"88","294","peaked",0.00900982070456798,0.0270294621137039,0.0300027029462114,0.0330660419857645,0.0420758626903325,0.0660419857644833,0.102081268582755,0.141454185061717,0.524641859626993,0.0155869898189026,0.00900982070456798,20,"male",1,1,0.786016686814558,1e-07,0.00497738472626839
"89","296","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.468420578430489,0.409135958194432,0.050364897738535,0.00900982070456798,42,"male",1,1,1e-07,4.23221031263634,0.0637151147358433
"90","297","peaked",0.0284684684684685,0.0284684684684685,0.0754954954954955,0.0581981981981982,0.0596396396396396,0.0284684684684685,0.0284684684684685,0.050990990990991,0.458828828828829,0.10027027027027,0.0827027027027027,30,"male",1,1,0.596733828215371,1e-07,0.0337319322973398
"91","298","peaked",0.0111701648500135,0.00972885325646338,0.011530492748401,0.0109900009008197,0.0114404107738042,0.00918836140888208,0.0105395910278353,0.165840915232862,0.581118818124493,0.169264030267543,0.00918836140888208,18,"male",1,1,0.0904381639326896,4.82138335679976,0.00823666315067966
"92","299","peaked",0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.00900982070456798,0.0238760248671051,0.0611766825840166,0.2325434723849,0.440940625281557,0.187404270655014,0.00900982070456798,43,"male",1,1,0.0417072209512036,3.0585610448734,0.00208103932570212
"93","300","peaked",0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.00900900900900901,0.900900900900901,0.018018018018018,0.00900900900900901,25,"male",1,1,0.131923788069386,18.7470280222907,0.0041998879607542
"94","64","peaked",0.113482842475007,0.0195442673151401,0.0195442673151401,0.0370170224263712,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.0195442673151401,0.63658470683599,0.0566513554895073,0.0389984688822841,31,"female",1,1,0.66842059871013,2.05769590105299,0.0508656332196002
"95","66","peaked",0.0262185782502928,0.0262185782502928,0.0262185782502928,0.0262185782502928,0.0262185782502928,0.0262185782502928,0.0649608072799351,0.204613028200739,0.386521308225966,0.139652220920804,0.0469411658707992,27,"female",1,1,0.16475459895947,1.18675416951748,0.0102546698181605
"96","68","peaked",0.0183767228177642,0.0205386902080894,0.0230609854968021,0.0250427889379335,0.0219800018016395,0.0183767228177642,0.0183767228177642,0.0183767228177642,0.725340059454103,0.0921538600126115,0.0183767228177642,18,"female",1,1,0.196924548233515,8.35941157344385,0.0273796359388942
"97","69","peaked",0.0121621621621622,0.0323423423423423,0.0443243243243243,0.0526126126126126,0.0611711711711712,0.0643243243243243,0.07,0.202792792792793,0.334504504504504,0.112162162162162,0.0136036036036036,21,"female",1,1,0.319862387275763,0.173394734851521,0.00485001612268082
"98","70","peaked",0.0121610665705792,0.01387262408792,0.00972885325646338,0.00972885325646338,0.00972885325646338,0.00972885325646338,0.0341410683722187,0.160616160706243,0.720835960724259,0.00972885325646338,0.00972885325646338,27,"female",1,1,0.9999999,2.09734204873318,0.00198193974446873
"99","71","peaked",0.00990901720565715,0.00990901720565715,0.00990901720565715,0.00990901720565715,0.12197099360418,0.0107197549770291,0.00990901720565715,0.00990901720565715,0.701198090262139,0.0967480407170525,0.00990901720565715,26,"female",1,1,0.20332180228916,7.64650094835527,0.0455009794978487
"100","72","peaked",0.0351351351351351,0.074954954954955,0.00900900900900901,0.0698198198198198,0.083963963963964,0.107027027027027,0.383333333333333,0.0261261261261261,0.0222522522522523,0.101891891891892,0.0864864864864865,24,"female",1,1,1e-07,0.125868666604186,0.106296563364207
